name	label	A0	A1	A2	A3	A4	A5	A6	A7	Placement
445	9 : five	0.397269	0.493016	0.584593	0.801268	0.043508	0.286746	0.861537	0.634911	100.000000
446	5 : one	0.454463	0.261513	0.259587	0.578457	0.058521	0.077605	0.077542	0.121302	100.000000
447	2 : fist	0.999980	0.999880	0.156145	0.955737	0.802443	0.958662	1.000000	0.970252	100.000000
448	5 : one	0.438108	0.222480	0.241880	0.606393	0.066538	0.069844	0.050767	0.079124	100.000000
449	3 : hook	0.703193	0.661280	0.580338	0.783941	0.125442	0.171379	0.887414	0.721833	100.000000
450	2 : fist	0.937881	0.948465	0.698378	0.977365	0.376556	0.831606	0.999953	0.955475	100.000000
451	9 : five	0.349221	0.395999	0.603316	0.820306	0.031146	0.300521	0.887279	0.596608	100.000000
452	9 : five	0.330760	0.383341	0.680297	0.841271	0.055951	0.413818	0.886641	0.555105	100.000000
453	6 : two	0.341303	0.229974	0.213808	0.685724	0.006811	0.132666	0.437355	0.184119	100.000000
454	2 : fist	0.999985	0.999649	0.192564	0.984752	0.858175	0.976516	1.000000	0.993256	100.000000
455	7 : three	0.094216	0.112302	0.239991	0.829922	0.001878	0.057638	0.890079	0.285759	100.000000
456	6 : two	0.320855	0.164577	0.208980	0.690741	0.010817	0.107017	0.498057	0.239388	100.000000
457	7 : three	0.117136	0.117959	0.253267	0.830753	0.003270	0.064169	0.914745	0.274810	100.000000
458	3 : hook	0.610093	0.630915	0.376020	0.577115	0.032172	0.151776	0.630900	0.547675	100.000000
459	7 : three	0.165538	0.150903	0.330473	0.818551	0.007726	0.099982	0.895492	0.322565	100.000000
460	7 : three	0.132829	0.126781	0.262328	0.827179	0.005244	0.078487	0.909118	0.289316	100.000000
461	5 : one	0.286117	0.220190	0.194103	0.610119	0.037659	0.049323	0.109351	0.085087	100.000000
462	5 : one	0.416527	0.225364	0.222498	0.588526	0.057246	0.060208	0.053124	0.073871	100.000000
463	1 : pinch	0.141188	0.054709	0.114324	0.747817	0.080302	0.350272	0.368357	0.092409	100.000000
464	6 : two	0.303296	0.174568	0.331906	0.760250	0.019160	0.140981	0.609795	0.333047	100.000000
465	1 : pinch	0.150472	0.033460	0.096287	0.774759	0.149708	0.540399	0.326916	0.104706	100.000000
466	1 : pinch	0.146083	0.046513	0.109764	0.763022	0.102360	0.431985	0.352452	0.097449	100.000000
467	9 : five	0.315598	0.374735	0.668983	0.831327	0.041612	0.361497	0.909827	0.554672	100.000000
468	6 : two	0.299308	0.247090	0.153311	0.653368	0.007360	0.109281	0.345993	0.120596	100.000000
469	5 : one	0.427777	0.234393	0.267540	0.645049	0.064774	0.064626	0.053556	0.122265	100.000000
