name	label	A0	A1	A2	A3	A4	A5	A6	A7	Placement
5688	9 : five	0.296887	0.304378	0.455062	0.139223	0.054223	0.199787	0.604792	0.255584	100.000000
5689	0 : rest	0.014352	0.006705	0.023492	0.036101	0.038170	0.043802	0.045141	0.010518	100.000000
5690	6 : two	0.160022	0.241650	0.183048	0.101103	0.097584	0.135401	0.258261	0.057821	100.000000
5691	1 : pinch	0.023754	0.026802	0.061426	0.108980	0.101389	0.307712	0.121531	0.050923	100.000000
5692	7 : three	0.034291	0.031986	0.228634	0.135329	0.067963	0.076788	0.585432	0.105218	100.000000
5693	8 : four	0.175122	0.120343	0.450885	0.295277	0.110391	0.171571	0.426812	0.110890	100.000000
5694	5 : one	0.219355	0.171303	0.292165	0.192546	0.093995	0.074007	0.135360	0.101919	100.000000
5695	3 : hook	0.339289	0.342236	0.342330	0.130735	0.132168	0.222525	0.566243	0.443595	100.000000
5696	8 : four	0.172128	0.131945	0.304221	0.184189	0.051617	0.132704	0.471021	0.111773	100.000000
5697	4 : pointing	0.169382	0.263684	0.256883	0.093502	0.069007	0.105855	0.111877	0.264923	100.000000
5698	6 : two	0.139443	0.155785	0.179915	0.048743	0.076063	0.225855	0.303857	0.075902	100.000000
5699	7 : three	0.022385	0.094968	0.192646	0.124588	0.084473	0.076063	0.491224	0.122295	100.000000
5700	5 : one	0.121940	0.144692	0.149147	0.080232	0.064913	0.082258	0.060573	0.059135	100.000000
5701	0 : rest	0.013084	0.013160	0.022386	0.110002	0.025343	0.023667	0.065375	0.016552	100.000000
5702	0 : rest	0.013454	0.017044	0.026446	0.097969	0.056701	0.049638	0.079792	0.017797	100.000000
5703	5 : one	0.276444	0.184706	0.153339	0.117674	0.095256	0.067901	0.045970	0.069084	100.000000
5704	3 : hook	0.317597	0.379975	0.387452	0.119080	0.094756	0.177082	0.543942	0.440392	100.000000
5705	2 : fist	0.658008	0.654731	0.421308	0.318598	0.599256	0.690368	0.788153	0.516964	100.000000
5706	6 : two	0.140046	0.220195	0.214778	0.103100	0.071587	0.137093	0.187536	0.099632	100.000000
5707	4 : pointing	0.255371	0.152542	0.168066	0.138311	0.093285	0.112512	0.131231	0.263417	100.000000
5708	6 : two	0.225490	0.237311	0.199951	0.082909	0.047305	0.156765	0.271394	0.064332	100.000000
5709	8 : four	0.189277	0.142215	0.444992	0.158384	0.072902	0.252801	0.573168	0.145374	100.000000
5710	8 : four	0.101632	0.103884	0.307481	0.182445	0.066518	0.132380	0.512863	0.131769	100.000000
5711	7 : three	0.037423	0.031783	0.207782	0.092348	0.070155	0.089286	0.601205	0.129882	100.000000
5712	1 : pinch	0.012138	0.021201	0.051890	0.094305	0.147789	0.334381	0.192916	0.039835	100.000000
5713	9 : five	0.328828	0.323088	0.487749	0.126236	0.098644	0.378437	0.654024	0.405956	100.000000
5714	5 : one	0.238359	0.153132	0.197732	0.095543	0.107243	0.113353	0.124116	0.068356	100.000000
5715	4 : pointing	0.209563	0.245778	0.154693	0.159389	0.096432	0.090706	0.072757	0.276409	100.000000
5716	3 : hook	0.409554	0.338507	0.345268	0.103642	0.100586	0.216592	0.718600	0.401956	100.000000
5717	8 : four	0.094164	0.092406	0.321765	0.247185	0.079762	0.177295	0.530207	0.124790	100.000000
5718	0 : rest	0.022894	0.012114	0.024767	0.103810	0.047329	0.041744	0.042218	0.020673	100.000000
5719	7 : three	0.029776	0.023645	0.314899	0.188134	0.043488	0.131866	0.684068	0.170608	100.000000
5720	2 : fist	0.638058	0.723930	0.459908	0.351504	0.514995	0.588425	0.656303	0.634223	100.000000
5721	8 : four	0.214147	0.158445	0.437990	0.264115	0.089818	0.213125	0.512360	0.119203	100.000000
5722	6 : two	0.143965	0.148447	0.191892	0.125169	0.080124	0.161970	0.239724	0.049046	100.000000
5723	1 : pinch	0.012751	0.025760	0.064473	0.068720	0.145212	0.318593	0.172660	0.032905	100.000000
5724	7 : three	0.036176	0.029044	0.199943	0.150096	0.061304	0.128845	0.622449	0.151665	100.000000
5725	6 : two	0.204424	0.207493	0.226645	0.152768	0.050957	0.124227	0.240392	0.077139	100.000000
5726	0 : rest	0.014714	0.016354	0.021897	0.098755	0.030129	0.027917	0.068697	0.019618	100.000000
5727	5 : one	0.133284	0.128502	0.254353	0.155444	0.081367	0.105015	0.090832	0.048586	100.000000
5728	4 : pointing	0.231655	0.268593	0.213024	0.152289	0.028826	0.103813	0.106680	0.236260	100.000000
5729	5 : one	0.242101	0.177845	0.158749	0.203568	0.107404	0.066653	0.069741	0.074392	100.000000
5730	1 : pinch	0.017170	0.028371	0.054753	0.093551	0.131669	0.378955	0.311218	0.034168	100.000000
5731	8 : four	0.130789	0.108369	0.352150	0.157792	0.065619	0.243470	0.488656	0.105287	100.000000
5732	7 : three	0.058514	0.037929	0.293816	0.132831	0.064141	0.156534	0.677552	0.157573	100.000000
5733	7 : three	0.025224	0.090680	0.169700	0.125854	0.091627	0.132895	0.638891	0.102818	100.000000
